,thumb-md (59).jpg,thumb-md - 2021-09-08T141901.932.jpg,thumb-md (18).jpg,thumb-md - 2021-09-08T141856.476.jpg,thumb-md (34).jpg,thumb-md (63).jpg,thumb-md (75).jpg,thumb-md (22).jpg,thumb-md (8).jpg,thumb-md - 2021-09-08T141902.210.jpg,thumb-md (55).jpg,thumb-md - 2021-09-08T141858.146.jpg,thumb-md (14).jpg,thumb-md (43).jpg,thumb-md (38).jpg,thumb-md (80).jpg,thumb-md - 2021-09-08T141858.594.jpg,thumb-md (96).jpg,thumb-md (79).jpg,thumb-md (4).jpg,thumb-md - 2021-09-08T141859.422.jpg,thumb-md (5).jpg,thumb-md (97).jpg,thumb-md (78).jpg,thumb-md (81).jpg,thumb-md (39).jpg,thumb-md (100).jpg,thumb-md (42).jpg,thumb-md (15).jpg,thumb-md (54).jpg,thumb-md (23).jpg,thumb-md (9).jpg,thumb-md (74).jpg,thumb-md - 2021-09-08T141744.720.jpg,thumb-md - 2021-09-08T141859.192.jpg,thumb-md (62).jpg,thumb-md (35).jpg,thumb-md - 2021-09-08T141857.477.jpg,thumb-md (19).jpg,thumb-md - 2021-09-08T141903.210.jpg,thumb-md (58).jpg,thumb-md (53).jpg,thumb-md (12).jpg,thumb-md - 2021-09-08T141901.004.jpg,thumb-md (45).jpg,thumb-md (86).jpg,thumb-md (69).jpg,thumb-md (90).jpg,thumb-md (28).jpg,thumb-md (2).jpg,thumb-md - 2021-09-08T141855.851.jpg,thumb-md - 2021-09-08T141900.228.jpg,thumb-md - 2021-09-08T141902.311.jpg,thumb-md (49).jpg,thumb-md - 2021-09-08T141858.939.jpg,thumb-md (32).jpg,thumb-md.jpg,thumb-md (65).jpg,thumb-md - 2021-09-08T141857.837.jpg,thumb-md (73).jpg,thumb-md (24).jpg,thumb-md - 2021-09-08T141856.956.jpg,thumb-md (25).jpg,thumb-md (72).jpg,thumb-md (64).jpg,thumb-md (33).jpg,thumb-md (48).jpg,thumb-md (29).jpg,thumb-md (3).jpg,thumb-md - 2021-09-08T141856.028.jpg,thumb-md (91).jpg,thumb-md (87).jpg,thumb-md (68).jpg,thumb-md (44).jpg,thumb-md (13).jpg,thumb-md - 2021-09-08T141901.606.jpg,thumb-md (52).jpg,thumb-md - 2021-09-08T141856.756.jpg,thumb-md (92).jpg,thumb-md (84).jpg,thumb-md (47).jpg,thumb-md (10).jpg,thumb-md (51).jpg,thumb-md (26).jpg,thumb-md (71).jpg,thumb-md (67).jpg,thumb-md (88).jpg,thumb-md (30).jpg,thumb-md - 2021-09-08T141859.712.jpg,thumb-md - 2021-09-08T141744.771.jpg,thumb-md - 2021-09-08T141858.459.jpg,thumb-md - 2021-09-08T141903.287.jpg,thumb-md - 2021-09-08T141857.609.jpg,thumb-md (31).jpg,thumb-md (66).jpg,thumb-md (89).jpg,thumb-md (70).jpg,thumb-md (27).jpg,thumb-md - 2021-09-08T141903.053.jpg,thumb-md - 2021-09-08T141855.651.jpg,thumb-md - 2021-09-08T141902.530.jpg,thumb-md (50).jpg,thumb-md (11).jpg,thumb-md - 2021-09-08T141859.932.jpg,thumb-md (46).jpg,thumb-md (85).jpg,thumb-md - 2021-09-08T141902.096.jpg,thumb-md (93).jpg,thumb-md (1).jpg,thumb-md (20).jpg,thumb-md (77).jpg,thumb-md (98).jpg,thumb-md (61).jpg,thumb-md (36).jpg,thumb-md - 2021-09-08T141855.542.jpg,thumb-md - 2021-09-08T141856.293.jpg,thumb-md (6).jpg,thumb-md (94).jpg,thumb-md (82).jpg,thumb-md - 2021-09-08T141901.247.jpg,thumb-md - 2021-09-08T141900.727.jpg,thumb-md (41).jpg,thumb-md - 2021-09-08T141744.666.jpg,thumb-md - 2021-09-08T141903.419.jpg,thumb-md (16).jpg,thumb-md - 2021-09-08T141857.256.jpg,thumb-md (57).jpg,thumb-md (56).jpg,thumb-md (17).jpg,thumb-md (40).jpg,thumb-md (83).jpg,thumb-md - 2021-09-08T141903.346.jpg,thumb-md - 2021-09-08T141900.440.jpg,thumb-md (95).jpg,thumb-md (7).jpg,thumb-md (37).jpg,thumb-md - 2021-09-08T141855.590.jpg,thumb-md (60).jpg,thumb-md (76).jpg,thumb-md (99).jpg,thumb-md (21).jpg
thumb-md (55).jpg,0.9854169,0.5827946,0.4882093,0.59403896,0.639269,0.756194,0.75943124,0.4959435,0.4651814,0.5285671,1.0,0.76737833,0.5456275,0.74944645,0.6947776,0.90451896,0.7236998,0.78277427,0.9721188,0.5221184,0.58976334,0.6335237,0.7394458,0.764953,0.89361775,0.4625816,0.9892248,0.73026514,0.52238536,0.9361695,0.5020121,0.478871,0.8974366,0.87172776,0.69917697,0.88891256,0.6687214,0.6314562,0.5885582,0.6717866,0.8641866,0.92024577,0.49617323,0.5803333,0.75841624,0.86936253,0.8612842,0.6836521,0.539741,0.60374296,0.495761,0.542578,0.6968754,0.50511444,0.7457356,0.5165456,0.5959732,0.7799107,0.563482,0.8266107,0.52826214,0.53211457,0.4516178,0.72781813,0.9416897,0.5237512,0.73101604,0.5937922,0.50785416,0.55283606,0.74119335,0.9154606,0.87419003,0.92357635,0.5975616,0.64684904,0.7138787,0.54466504,0.8960835,0.8704841,0.68639946,0.47231144,0.86857164,0.4708943,0.82711756,0.8742719,0.88065034,0.5364601,0.50960964,0.73828596,0.7554194,0.74250823,0.6942345,0.47612286,0.87894696,0.63450426,0.9126382,0.5477492,0.48145413,0.6102918,0.53247166,0.74061567,0.5334023,0.79264313,0.8412573,0.8434566,0.6021727,0.6321192,0.58848226,0.46640906,0.8419601,0.7821046,0.9265647,0.6686928,0.5789362,0.7767506,0.55858094,0.57537144,0.95324576,0.48925385,0.4557659,0.86547685,0.6795519,0.7046719,0.4658184,0.6553209,0.8804103,0.9115703,0.59589654,0.7891739,0.95476264,0.75685716,0.67150474,0.8557744,0.58222365,0.63457596,0.75767565,0.56922203,0.7500623,0.6278081,0.5557255
thumb-md - 2021-09-08T141858.146.jpg,0.7001353,0.6698634,0.44058365,0.79486096,0.5298475,0.5993604,0.6658864,0.41798165,0.45024848,0.78594726,0.76737833,0.99999994,0.4560248,0.5894956,0.594656,0.67385924,0.81785923,0.53854424,0.8117189,0.4137636,0.7493012,0.5809943,0.65414596,0.5574279,0.6653243,0.59095037,0.7808678,0.565898,0.4107941,0.7040658,0.3920682,0.44562635,0.6460762,0.6682197,0.8913124,0.70772856,0.61961746,0.88475746,0.4243057,0.89834714,0.8430111,0.6651372,0.42008355,0.82323706,0.5695507,0.6835272,0.6246909,0.6239265,0.427133,0.5402734,0.73211706,0.7765816,0.776067,0.5427048,0.84535456,0.465433,0.49012002,0.78084564,0.7614936,0.7769475,0.36244392,0.73327863,0.42111406,0.639934,0.84242296,0.44684654,0.542736,0.53563625,0.40983826,0.7657048,0.6373515,0.78965986,0.686864,0.6903823,0.4768134,0.8354671,0.57111543,0.7833991,0.75641495,0.69932497,0.58603233,0.3911687,0.77249694,0.43194497,0.6761881,0.6253453,0.6704777,0.4492012,0.7778379,0.5969861,0.8725041,0.9364277,0.9609134,0.45055538,0.7353716,0.58571076,0.766183,0.41703945,0.750531,0.80011535,0.6267912,0.61539525,0.42953417,0.9063032,0.70603305,0.65592355,0.82706755,0.60078883,0.46933275,0.44090238,0.68833214,0.5752597,0.70843065,0.55445534,0.7844171,0.9223754,0.52348816,0.5871063,0.68722296,0.7491788,0.6863752,0.68789667,0.5468161,0.83504593,0.4441394,0.8805071,0.6891639,0.8066208,0.50617206,0.5955636,0.7061287,0.93920696,0.8642874,0.814914,0.51683193,0.54248357,0.8322468,0.6159157,0.56996715,0.50142527,0.4414953
thumb-md (14).jpg,0.55894095,0.4512266,0.9712713,0.4983671,0.58105385,0.71282357,0.51550996,0.98390305,0.97041816,0.59102964,0.5456275,0.4560248,1.0000006,0.5385555,0.7175733,0.4910617,0.46014175,0.5990862,0.4622116,0.7139116,0.5212966,0.8822365,0.48460838,0.7075207,0.52114886,0.4962522,0.49706906,0.4876943,0.70356447,0.65188515,0.9330858,0.9740255,0.6516759,0.71351993,0.4478052,0.6404609,0.57423663,0.5790721,0.7958137,0.39902925,0.48733112,0.65850383,0.95378876,0.51603186,0.693294,0.5278751,0.6815936,0.7037898,0.7964731,0.7016393,0.6078449,0.603843,0.54229003,0.4187122,0.49433547,0.9878486,0.8320109,0.5116872,0.5575417,0.58843195,0.8589288,0.50770795,0.9754302,0.47515926,0.41280258,0.9648137,0.54635376,0.8206649,0.94731426,0.48131046,0.5971089,0.5894391,0.47319755,0.53131634,0.81380963,0.50781536,0.46673372,0.4316294,0.6600719,0.6849023,0.6999473,0.95789844,0.502741,0.97575456,0.5262756,0.708313,0.50193655,0.6896486,0.61392546,0.65513337,0.62840295,0.38127762,0.46042553,0.9757693,0.47478625,0.46645218,0.60604733,0.8406076,0.61780465,0.6172174,0.73592985,0.7115202,0.9390321,0.540994,0.38105014,0.42779908,0.63882184,0.6402269,0.8147536,0.9701468,0.44496188,0.73415554,0.67632806,0.7879557,0.4454071,0.55896467,0.9174881,0.62688977,0.6688167,0.5866244,0.52296716,0.58807236,0.7328603,0.4514421,0.97228223,0.56770986,0.62940586,0.50067866,0.8706448,0.69860154,0.5499528,0.37926906,0.5624797,0.60182315,0.9052576,0.5074866,0.42860457,0.5818321,0.5504586,0.51053905,0.67931134
thumb-md (43).jpg,0.75692093,0.88743365,0.4420671,0.76892334,0.58127606,0.7444325,0.8819342,0.4569222,0.43988687,0.70437276,0.74944645,0.5894956,0.5385555,0.9999994,0.6176595,0.8789767,0.79743886,0.96522444,0.7314079,0.75985837,0.817528,0.46251082,0.76486295,0.7376093,0.8978309,0.5566736,0.696034,0.9684485,0.75681436,0.6620168,0.48478335,0.45441228,0.68914586,0.69401085,0.71018183,0.6613613,0.904983,0.5445191,0.66087496,0.6063845,0.7139749,0.7010843,0.5178917,0.66084284,0.6991243,0.88870746,0.6972257,0.6952183,0.6574663,0.72257257,0.54957694,0.57642865,0.81985635,0.7396877,0.7579094,0.49899095,0.5973027,0.7866019,0.58628,0.6947029,0.47355595,0.46439278,0.43398973,0.8956752,0.6585163,0.48563197,0.988535,0.5416241,0.45884556,0.7756016,0.95659703,0.61680233,0.8570873,0.90891665,0.64180386,0.5888348,0.97440815,0.7290263,0.68581903,0.8127137,0.6084403,0.416745,0.5255176,0.4309795,0.90767574,0.7121185,0.88919854,0.75326526,0.57718605,0.66626096,0.6014413,0.52900434,0.5498707,0.43891326,0.91141963,0.95043135,0.61013764,0.65999174,0.6498249,0.6168464,0.51136035,0.76875645,0.5496402,0.5940236,0.8406437,0.88415724,0.5900294,0.65828377,0.61778677,0.4494385,0.8870069,0.7691333,0.69125515,0.7040332,0.7515238,0.70746917,0.38657978,0.64706457,0.762851,0.5677161,0.5923567,0.81291485,0.7101817,0.6848867,0.44622767,0.53176254,0.78772366,0.61127144,0.5064495,0.6933839,0.8543392,0.5247806,0.55099314,0.6419831,0.3861291,0.9310436,0.75884855,0.42801425,0.9953133,0.9353178,0.7615904
thumb-md (38).jpg,0.6864792,0.46013486,0.6741343,0.4434324,0.8337781,0.8355565,0.6400487,0.66995704,0.63243455,0.60473436,0.6947776,0.594656,0.7175733,0.6176595,0.9999999,0.5663914,0.50501627,0.6819551,0.66187614,0.5115062,0.46308547,0.6347383,0.81808496,0.8383836,0.6678781,0.72579694,0.63311416,0.5289385,0.49304226,0.806292,0.57661134,0.64922583,0.8532147,0.8817829,0.60312086,0.72468716,0.6914397,0.70334893,0.5596037,0.6541886,0.65298647,0.8205441,0.6025493,0.5381448,0.7737004,0.6891107,0.9134838,0.87053853,0.53044426,0.55446196,0.56079376,0.5132734,0.492799,0.5943777,0.6610024,0.7136616,0.55691355,0.62307155,0.47309524,0.70347905,0.62025243,0.696675,0.6297218,0.5936382,0.60556597,0.71728855,0.5790049,0.56398493,0.5950158,0.44040006,0.67517847,0.79898286,0.5307903,0.6414542,0.5612365,0.70353305,0.50918823,0.43124044,0.8415065,0.7714832,0.9836817,0.5777433,0.64426696,0.63196176,0.7289979,0.81335723,0.62066543,0.50121963,0.54852986,0.7528268,0.80367625,0.6157688,0.5959961,0.633999,0.63924634,0.53179693,0.76402855,0.55423176,0.5602418,0.5250746,0.70056343,0.81468594,0.5862129,0.5360173,0.4985579,0.49875242,0.6890112,0.69132316,0.55976546,0.64670944,0.6320306,0.83340544,0.83760655,0.8744466,0.42993847,0.6014317,0.6669277,0.542181,0.8068764,0.62681156,0.5102544,0.6512863,0.7639653,0.6465075,0.6117093,0.63057375,0.8833849,0.6336228,0.60980844,0.7682816,0.7229821,0.6133583,0.6656746,0.8950484,0.6680973,0.5599033,0.46085984,0.8674568,0.6268353,0.50777847,0.5074486
thumb-md (80).jpg,0.8939639,0.7654712,0.4120104,0.6896628,0.5480107,0.62547415,0.88706887,0.4328165,0.4099719,0.55630946,0.90451896,0.67385924,0.4910617,0.8789767,0.5663914,1.0000004,0.84617835,0.89491636,0.90691787,0.72141194,0.66810477,0.5911683,0.7148155,0.6344607,0.9741573,0.44596875,0.8917836,0.86967385,0.7258221,0.77776575,0.5084316,0.41849232,0.74529666,0.72808886,0.7293904,0.71781594,0.74986553,0.5647649,0.70838726,0.63890094,0.7506337,0.7788405,0.50367916,0.5164387,0.6123686,0.967038,0.71614164,0.5573181,0.664955,0.7667781,0.40499023,0.46342996,0.81838137,0.6813927,0.7930363,0.44571552,0.68203235,0.7231022,0.47547752,0.68774843,0.515465,0.36425996,0.3969177,0.87845945,0.85863876,0.45902482,0.8848272,0.63176936,0.4843491,0.6716345,0.82770425,0.7471092,0.9881509,0.9875573,0.7051344,0.5855705,0.8795052,0.66550386,0.7382398,0.76344454,0.5449851,0.43589377,0.6704262,0.41139632,0.9196843,0.7183038,0.9804623,0.7419127,0.44883278,0.5822279,0.6400902,0.6411789,0.6434888,0.40917706,0.9616459,0.8082176,0.7474511,0.6493159,0.4875818,0.51740664,0.4453524,0.64165795,0.5493456,0.67932206,0.97251385,0.9869569,0.5000147,0.49671325,0.6867888,0.40993193,0.96027595,0.67032146,0.77382624,0.5685187,0.71142304,0.7034488,0.47385842,0.48069894,0.84212273,0.41960245,0.38928398,0.7758401,0.5698813,0.72083884,0.42853278,0.58987606,0.7654333,0.7398938,0.59884137,0.6322457,0.9563439,0.6584583,0.5413888,0.70647615,0.49397078,0.8001362,0.8636728,0.38832688,0.8774884,0.78768706,0.7634814
thumb-md - 2021-09-08T141858.594.jpg,0.6796125,0.89878684,0.4175833,0.9153953,0.5046982,0.5127593,0.88493586,0.4208519,0.43744612,0.75294447,0.7236998,0.81785923,0.46014175,0.79743886,0.50501627,0.84617835,1.0,0.7632838,0.7602108,0.7337997,0.8257756,0.5810924,0.6292681,0.49711376,0.84081244,0.48745036,0.7221914,0.76612586,0.72736585,0.61315966,0.48093054,0.43383664,0.5758459,0.60561395,0.9328621,0.57209206,0.7369518,0.7798052,0.6569246,0.76756614,0.66027343,0.6106217,0.49212083,0.6629392,0.4749849,0.86142635,0.5601684,0.5198705,0.6349984,0.7914781,0.57052106,0.6264346,0.9570474,0.7235759,0.9476439,0.44528535,0.66445076,0.65011203,0.61273736,0.61386627,0.43985763,0.4364707,0.40594622,0.8839237,0.73717475,0.46121302,0.77862376,0.6206391,0.45892644,0.9011345,0.77323264,0.61989975,0.8778619,0.8321543,0.6739727,0.76306653,0.82437366,0.92804873,0.6412177,0.62271005,0.48261377,0.42110604,0.5628454,0.41438147,0.850475,0.54792356,0.866658,0.75403816,0.6444831,0.49034125,0.7650969,0.7205333,0.8404785,0.4172866,0.8815352,0.80190206,0.63290924,0.59861964,0.7164837,0.65984184,0.56604844,0.5519643,0.52019864,0.7707523,0.8858742,0.8731112,0.64867926,0.47166508,0.65289474,0.42782417,0.87784,0.53867614,0.62320864,0.51626253,0.94464904,0.82756716,0.47623393,0.45342278,0.6580005,0.6224916,0.5459502,0.6269169,0.4834473,0.8057347,0.45058346,0.80635196,0.62378144,0.6279161,0.5658432,0.48615772,0.7887558,0.735057,0.67561567,0.6526402,0.4740433,0.7775428,0.97899437,0.39922017,0.7914035,0.7209834,0.7624809
thumb-md (96).jpg,0.8069245,0.8155684,0.48549,0.6859154,0.59918106,0.74819756,0.85626715,0.51421493,0.47491375,0.6277111,0.78277427,0.53854424,0.5990862,0.96522444,0.6819551,0.89491636,0.7632838,1.0000001,0.758411,0.80545574,0.709207,0.54258287,0.795092,0.7579185,0.9287058,0.5305543,0.7294175,0.9204751,0.8038453,0.70751524,0.5633809,0.49288073,0.7368948,0.7473944,0.65415734,0.6537671,0.88314456,0.5025559,0.7422642,0.5694764,0.6713598,0.74988663,0.5796433,0.55451846,0.6899068,0.92073745,0.7551401,0.6941133,0.7288528,0.7747142,0.45725995,0.4848295,0.7930093,0.7392086,0.73236394,0.54373556,0.674689,0.71092725,0.48511276,0.63985914,0.56976795,0.4007599,0.47209433,0.86567366,0.66799384,0.5380692,0.96259296,0.6174905,0.53402,0.68258834,0.9418502,0.63705045,0.8620735,0.92860836,0.7187438,0.53480643,0.9245864,0.64747673,0.7102859,0.7968022,0.67023456,0.48255408,0.5245482,0.47587174,0.92929476,0.74556375,0.9010416,0.79810625,0.49178588,0.64946944,0.5964421,0.49922442,0.5123897,0.4771101,0.9000913,0.8921752,0.62617695,0.7301698,0.56122255,0.5300784,0.48414865,0.75810266,0.617791,0.5484192,0.83866876,0.8818165,0.51493686,0.61249495,0.6973389,0.48633075,0.89396155,0.79706043,0.73673505,0.7215098,0.68088675,0.652652,0.45433158,0.5788039,0.81417435,0.47420102,0.47108337,0.793427,0.70312655,0.6675201,0.48828566,0.49910218,0.8243438,0.58346725,0.592066,0.6862635,0.9000993,0.50517404,0.48377788,0.67166394,0.46486852,0.90417016,0.72857636,0.4355305,0.96807706,0.9086851,0.8135861
thumb-md (79).jpg,0.9460254,0.61056036,0.39479402,0.602284,0.59124064,0.67021316,0.7629947,0.40476638,0.38058352,0.5647395,0.9721188,0.8117189,0.4622116,0.7314079,0.66187614,0.90691787,0.7602108,0.758411,1.0000002,0.5205632,0.587205,0.6126663,0.77562374,0.6690755,0.8918419,0.5186173,0.9788393,0.7153421,0.5280908,0.865203,0.4392562,0.3905355,0.8188925,0.7934864,0.7436692,0.8062436,0.67381114,0.648823,0.5753703,0.7691828,0.881201,0.8407908,0.43406975,0.5946392,0.6538758,0.8916706,0.79084045,0.62447226,0.5356169,0.63403714,0.45469868,0.50918186,0.7213219,0.58703417,0.77313507,0.42925096,0.5861816,0.78707546,0.51522356,0.78314406,0.4826214,0.53638434,0.3653602,0.73988307,0.9850176,0.43326667,0.70959634,0.6007404,0.44117972,0.5659703,0.737449,0.88543713,0.88633764,0.9181814,0.59308475,0.6515539,0.7028867,0.5767335,0.8399378,0.8008815,0.64832026,0.38957912,0.82418334,0.38512233,0.8442991,0.77296025,0.88191885,0.5524978,0.49173605,0.63551927,0.7411828,0.82751787,0.7610024,0.39301968,0.89984536,0.64757323,0.8641355,0.5289066,0.47681412,0.56180656,0.46501237,0.66618973,0.4772577,0.75647277,0.8891572,0.8610038,0.58124757,0.5493957,0.58578193,0.3814191,0.87998456,0.69440866,0.85849226,0.5828179,0.619606,0.7814255,0.5034525,0.5186913,0.89026475,0.47003505,0.42407236,0.8075009,0.58529043,0.783074,0.387252,0.6599189,0.8334274,0.868171,0.5768291,0.6827525,0.945819,0.8414597,0.64863795,0.8584116,0.53019315,0.64040655,0.8044215,0.5478694,0.7238364,0.6257087,0.56987643
thumb-md (4).jpg,0.5321536,0.7706167,0.64816463,0.65345246,0.48849493,0.45392612,0.772051,0.6893804,0.67178833,0.6125878,0.5221184,0.4137636,0.7139116,0.75985837,0.5115062,0.72141194,0.7337997,0.80545574,0.5205632,1.0000005,0.6180493,0.7497016,0.5941589,0.44150057,0.71581066,0.5207158,0.48563117,0.75201267,0.9913447,0.44910774,0.80514944,0.67185944,0.44325152,0.48652285,0.6015119,0.40172684,0.7262412,0.4911517,0.9481851,0.49937093,0.44400784,0.4638267,0.8078168,0.4209351,0.4295939,0.7575196,0.468281,0.4823938,0.9428673,0.96123993,0.35913667,0.3761248,0.79286677,0.77383506,0.65591043,0.6738275,0.9057129,0.48112485,0.32869825,0.40893248,0.7821219,0.25580287,0.6653037,0.7672866,0.4499539,0.6885524,0.79450375,0.840245,0.7712861,0.64795953,0.7358525,0.41285443,0.72637486,0.71454346,0.9355594,0.45904213,0.78118694,0.6415092,0.46109343,0.5033109,0.48357338,0.7156516,0.30924615,0.6715483,0.7228509,0.45316774,0.72858536,0.9848745,0.41903788,0.39254445,0.4746039,0.3859349,0.46671206,0.66237074,0.6948787,0.78052,0.40631533,0.93026143,0.54594684,0.41041225,0.49280134,0.5139678,0.8315019,0.40754575,0.7068018,0.7435761,0.42585376,0.36196226,0.92074794,0.6778979,0.73256963,0.5283919,0.47048983,0.5329274,0.67377806,0.5401244,0.6619341,0.40001878,0.5445078,0.40188038,0.3348903,0.5220806,0.48815462,0.6209612,0.70633286,0.4831813,0.51354194,0.33202323,0.8159344,0.40647563,0.64951044,0.39810455,0.35266408,0.43661153,0.6681893,0.8000589,0.68101436,0.32214898,0.76043975,0.79662895,0.9896866
thumb-md - 2021-09-08T141859.422.jpg,0.56046695,0.92285985,0.46971083,0.95323694,0.43753037,0.66461337,0.7369947,0.45911807,0.49444148,0.88492197,0.58976334,0.7493012,0.5212966,0.817528,0.46308547,0.66810477,0.8257756,0.709207,0.587205,0.6180493,1.0000001,0.43725133,0.5404236,0.62193334,0.6681641,0.5077273,0.5680051,0.78154546,0.60390174,0.520345,0.42867753,0.49438193,0.51783735,0.5589779,0.81479275,0.61380434,0.8044982,0.69661796,0.4936191,0.66998976,0.6832323,0.5418305,0.4850091,0.90013367,0.6174155,0.6678814,0.51103187,0.65588474,0.5170332,0.60444045,0.80381083,0.8402358,0.86817545,0.56564456,0.786474,0.5201905,0.4983877,0.77473426,0.84308517,0.71511364,0.33461902,0.5995808,0.47709313,0.768724,0.5730026,0.47597438,0.7764702,0.4698237,0.42572737,0.94972813,0.8460065,0.51045173,0.68881667,0.6872018,0.5144206,0.7092179,0.81111324,0.90264136,0.60454404,0.73938835,0.4525783,0.41075194,0.49644178,0.46227062,0.69905865,0.58084697,0.68836564,0.6054716,0.84044665,0.625493,0.67233205,0.6181413,0.7089129,0.49166864,0.749166,0.82063967,0.5493202,0.530835,0.89439154,0.8529773,0.6291593,0.7032939,0.50397575,0.7328387,0.6688619,0.6870432,0.786032,0.7252294,0.49076682,0.48859307,0.68132263,0.64836925,0.5577544,0.64696914,0.90326214,0.859977,0.38711393,0.7777632,0.5798944,0.81097186,0.8530561,0.7181022,0.6700951,0.6550205,0.48791635,0.6939233,0.5937972,0.600909,0.42390093,0.62541294,0.631158,0.5930475,0.735002,0.5678688,0.36079815,0.79660356,0.7966826,0.39823556,0.8089536,0.78199846,0.5948486
thumb-md (5).jpg,0.6184196,0.4363088,0.8657659,0.4955849,0.5412187,0.5036126,0.5744262,0.89034134,0.8807072,0.54727435,0.6335237,0.5809943,0.8822365,0.46251082,0.6347383,0.5911683,0.5810924,0.54258287,0.6126663,0.7497016,0.43725133,1.0,0.5153278,0.49632546,0.57375985,0.50920457,0.6257484,0.44985634,0.7514255,0.6520494,0.937993,0.8726332,0.58983624,0.6327667,0.55930215,0.58520234,0.47733945,0.64139336,0.8791753,0.56001943,0.55726624,0.6137377,0.9241464,0.43424278,0.51158726,0.61007124,0.60167575,0.5299779,0.8621155,0.82127213,0.43664315,0.4636986,0.62262315,0.51829773,0.58288836,0.86365235,0.94159096,0.49230418,0.40607515,0.54320025,0.90842044,0.4233609,0.87185013,0.5116733,0.59826636,0.8715142,0.48624742,0.9505578,0.9441889,0.45632148,0.49712175,0.65399545,0.5919474,0.59584624,0.9124108,0.5353227,0.44292486,0.46592975,0.62830114,0.55722594,0.60584325,0.92516965,0.56824094,0.8913756,0.5535278,0.5895388,0.5784039,0.76018006,0.47948328,0.48188046,0.6451661,0.5659407,0.61644346,0.8808199,0.54745203,0.431488,0.6411182,0.8674706,0.50701624,0.49893084,0.62703717,0.5279757,0.9275906,0.5904091,0.540146,0.54219437,0.5568614,0.40918905,0.91997004,0.87472713,0.547824,0.551942,0.64709556,0.56900233,0.4964881,0.60257584,0.9641632,0.42176324,0.6597693,0.44960102,0.3295107,0.5192471,0.51692694,0.61920273,0.9053359,0.64479804,0.55927473,0.5563486,0.9769236,0.5196677,0.6081888,0.58784294,0.52576834,0.62286973,0.9748595,0.44887218,0.58448863,0.5311968,0.46595216,0.44275638,0.7545347
thumb-md (97).jpg,0.7348992,0.622887,0.39972657,0.52025855,0.73491794,0.696252,0.7198467,0.41674602,0.38213503,0.65370405,0.7394458,0.65414596,0.48460838,0.76486295,0.81808496,0.7148155,0.6292681,0.795092,0.77562374,0.5941589,0.5404236,0.5153278,0.9999997,0.66960585,0.7591767,0.822961,0.68924886,0.75896895,0.59337306,0.68804663,0.44841832,0.39945582,0.711637,0.70419556,0.66437805,0.6244304,0.81030273,0.6286222,0.5881012,0.79641163,0.79690135,0.6899226,0.4759703,0.5798564,0.65010583,0.7986623,0.7545318,0.7517195,0.5951176,0.6232764,0.44086087,0.42899814,0.6218682,0.8119233,0.68744653,0.45696065,0.5315163,0.7612466,0.3964981,0.6761093,0.54917836,0.6438888,0.37587595,0.6872941,0.7202972,0.45799947,0.74932116,0.5565453,0.4369969,0.5252004,0.7766224,0.74921364,0.65914446,0.7780348,0.5720977,0.62633216,0.7081604,0.5239767,0.72296655,0.7106784,0.8214122,0.36824623,0.6210566,0.38514867,0.79979956,0.66182286,0.7110882,0.60484624,0.47459677,0.6252811,0.676074,0.71829134,0.6371738,0.38968658,0.76145905,0.7551665,0.6485295,0.58872646,0.5188097,0.4720164,0.46701393,0.7240732,0.48727798,0.52624065,0.70704347,0.69326806,0.5787512,0.5563136,0.56487584,0.4078128,0.7820303,0.7195452,0.70863897,0.66131765,0.5323607,0.6590201,0.4460714,0.49136966,0.74506223,0.5061881,0.44534189,0.74189425,0.63164806,0.8331977,0.3859635,0.5610273,0.86609954,0.6079514,0.54788035,0.6193093,0.7927221,0.7328521,0.54485613,0.8057208,0.47111326,0.7347504,0.58706045,0.71008253,0.7426747,0.73346794,0.61217064
